name	edge_num	taxon	like_weight_ratio
seq14155	57	Chlo_Chlo	0.82859
seq65080	57	Chlo_Chlo	0.30881
seq62548	57	Chlo_Chlo	0.436104
seq31398	57	Chlo_Chlo	0.480419
seq41725	57	Chlo_Chlo	0.204749
seq6322	57	Chlo_Chlo	0.497383
seq41927	57	Chlo_Chlo	0.308262
seq9583	57	Chlo_Chlo	0.479936
seq58078	56	Chlo_Chlo	0.451092
seq58119	67	Chlo_Chlo	0.521974
seq61972	67	Chlo_Chlo	0.462293
seq28290	55	Chlo_Chlo	0.24666
seq42614	55	Chlo_Chlo	0.898321
seq32485	55	Chlo_Chlo	0.441389
seq23381	55	Chlo_Chlo	0.510135
seq37402	68	Chlo_Chlo	0.184797
seq29533	55	Chlo_Chlo	0.458752
seq6134	55	Chlo_Chlo	0.665941
seq2005	55	Chlo_Chlo	0.20775
seq23688	55	Chlo_Chlo	0.753093
seq23595	72	Chlo_mix	1
seq6595	71	Chlo_mix	0.446179
seq23620	71	Chlo_mix	0.7116
seq9848	71	Chlo_mix	0.702351
seq40803	71	Chlo_mix	1
seq9224	71	Chlo_mix	0.456961
seq9249	71	Chlo_mix	0.291221
seq8870	71	Chlo_mix	0.378998
seq9257	72	Chlo_mix	0.786872
seq10160	71	Chlo_mix	0.446403
seq9534	71	Chlo_mix	0.691018
seq22891	71	Chlo_mix	0.634662
seq57704	72	Chlo_mix	0.306716
seq23603	71	Chlo_mix	0.563217
seq29805	71	Chlo_mix	0.458675
seq41176	71	Chlo_mix	0.460215
seq22173	83	Chlo_Ped	1
seq23722	83	Chlo_Ped	0.847987
seq42020	83	Chlo_Ped	0.836181
seq18131	83	Chlo_Ped	0.312109
seq30318	83	Chlo_Ped	0.865686
seq18120	83	Chlo_Ped	0.563335
seq10865	83	Chlo_Ped	0.495667
seq42577	83	Chlo_Ped	0.912151
seq31117	83	Chlo_Ped	0.337654
seq42681	83	Chlo_Ped	0.196027
seq57026	51	Chlo_Trebou	0.503884
seq23245	52	Chlo_Trebou	0.312158
seq21982	41	Chlo_Trebou	0.572277
seq49138	41	Chlo_Trebou	0.24633
seq22919	51	Chlo_Trebou	0.507819
seq36612	37	Chlo_Trebou	0.197301
seq37620	37	Chlo_Trebou	0.301908
seq8202	37	Chlo_Trebou	0.231395
seq31106	141	Chlorara	1
seq13793	141	Chlorara	0.98035
seq26234	141	Chlorara	0.961493
seq2826	139	Chlorara	1
seq41200	139	Chlorara	1
seq54824	139	Chlorara	1
seq54108	141	Chlorara	0.714452
seq30496	138	Chlorara	1
seq27257	138	Chlorara	1
seq17968	138	Chlorara	1
seq41081	137	Chlorara	1
seq23215	139	Chlorara	0.479116
seq60058	137	Chlorara	1
seq27234	137	Chlorara	1
seq8865	137	Chlorara	1
seq42696	137	Chlorara	1
seq36519	137	Chlorara	0.920233
seq34374	137	Chlorara	1
seq2765	137	Chlorara	1
seq4316	141	Chlorara	0.899631
seq63524	141	Chlorara	0.90514
seq57428	141	Chlorara	0.904297
seq41370	141	Chlorara	0.294265
seq57702	141	Chlorara	0.29356
seq32487	141	Chlorara	0.423991
seq9850	141	Chlorara	0.311746
seq7594	141	Chlorara	0.322213
seq21417	141	Chlorara	0.395222
seq6414	141	Chlorara	0.382663
seq21630	141	Chlorara	0.388048
seq54768	141	Chlorara	0.432408
seq21187	141	Chlorara	0.886065
seq7694	141	Chlorara	0.34237
seq14035	141	Chlorara	0.470822
seq9444	141	Chlorara	0.336281
seq62299	126	Chlorophyta	0.982944
seq57634	126	Chlorophyta	0.980728
seq10253	126	Chlorophyta	0.899534
seq23397	126	Chlorophyta	0.634025
seq42557	126	Chlorophyta	0.198345
seq7902	85	Chlorophyta	1
seq30984	85	Chlorophyta	0.648707
seq10792	85	Chlorophyta	1
seq6565	85	Chlorophyta	1
seq22393	85	Chlorophyta	1
seq10667	126	Chlorophyta	0.309704
seq57714	85	Chlorophyta	0.553724
seq31906	85	Chlorophyta	1
seq31793	85	Chlorophyta	0.893769
seq65317	85	Chlorophyta	1
seq8439	85	Chlorophyta	0.668505
seq37729	85	Chlorophyta	0.983114
seq64087	85	Chlorophyta	0.870774
seq9464	85	Chlorophyta	1
seq8937	85	Chlorophyta	0.949429
seq9259	85	Chlorophyta	0.94274
seq41743	85	Chlorophyta	1
seq31464	85	Chlorophyta	0.688733
seq10255	85	Chlorophyta	0.25482
seq14089	85	Chlorophyta	0.452461
seq41952	85	Chlorophyta	0.876911
seq57915	85	Chlorophyta	0.375539
seq21762	85	Chlorophyta	0.349129
seq28526	85	Chlorophyta	0.925807
seq57141	126	Chlorophyta	0.280557
seq42175	85	Chlorophyta	1
seq13870	85	Chlorophyta	0.855612
seq56884	85	Chlorophyta	1
seq9375	85	Chlorophyta	1
seq6420	85	Chlorophyta	1
seq22037	85	Chlorophyta	0.783317
seq41247	85	Chlorophyta	1
seq21117	85	Chlorophyta	1
seq42551	85	Chlorophyta	1
seq7069	85	Chlorophyta	0.872691
seq55938	85	Chlorophyta	1
seq31164	85	Chlorophyta	1
seq23602	126	Chlorophyta	0.27785
seq61613	85	Chlorophyta	0.608868
seq7304	85	Chlorophyta	1
seq42924	85	Chlorophyta	1
seq10791	85	Chlorophyta	1
seq10249	85	Chlorophyta	1
seq9570	85	Chlorophyta	0.520177
seq31642	126	Chlorophyta	0.642095
seq13044	85	Chlorophyta	1
seq53680	85	Chlorophyta	1
seq37217	85	Chlorophyta	0.96857
seq37700	85	Chlorophyta	0.841522
seq41986	85	Chlorophyta	1
seq31800	103	Chlorophyta	0.370099
seq65076	85	Chlorophyta	1
seq58077	85	Chlorophyta	0.848907
seq7891	85	Chlorophyta	1
seq61463	85	Chlorophyta	0.420852
seq10144	85	Chlorophyta	0.562493
seq6881	85	Chlorophyta	0.637735
seq40822	85	Chlorophyta	1
seq55944	85	Chlorophyta	0.409847
seq4924	85	Chlorophyta	0.694944
seq30337	85	Chlorophyta	0.589294
seq9509	85	Chlorophyta	0.632858
seq6784	85	Chlorophyta	0.985338
seq22383	126	Chlorophyta	0.792031
seq57357	85	Chlorophyta	0.563393
seq13088	85	Chlorophyta	0.949891
seq7639	85	Chlorophyta	0.983815
seq9134	85	Chlorophyta	0.491846
seq31992	85	Chlorophyta	0.495865
seq62818	85	Chlorophyta	0.349274
seq50983	85	Chlorophyta	0.515829
seq8456	85	Chlorophyta	0.97961
seq6528	85	Chlorophyta	0.612237
seq7440	85	Chlorophyta	0.961995
seq63348	85	Chlorophyta	0.949459
seq32198	85	Chlorophyta	0.904197
seq6969	85	Chlorophyta	0.229774
seq30964	85	Chlorophyta	0.480596
seq8457	85	Chlorophyta	0.454189
seq8393	85	Chlorophyta	0.490942
seq10706	85	Chlorophyta	0.700955
seq54772	85	Chlorophyta	0.590843
seq10851	85	Chlorophyta	0.746419
seq22651	85	Chlorophyta	0.973587
seq58076	85	Chlorophyta	0.350147
seq17965	85	Chlorophyta	0.894655
seq61173	85	Chlorophyta	0.458418
seq17290	85	Chlorophyta	0.850586
seq7197	85	Chlorophyta	0.857614
seq10697	85	Chlorophyta	0.813403
seq56056	85	Chlorophyta	0.836462
seq6798	85	Chlorophyta	0.440314
seq32183	85	Chlorophyta	0.413359
seq23842	85	Chlorophyta	0.815591
seq30942	85	Chlorophyta	0.518343
seq65313	126	Chlorophyta	0.785545
seq10671	126	Chlorophyta	0.405795
seq20660	85	Chlorophyta	0.67787
seq29456	126	Chlorophyta	0.488523
seq56552	85	Chlorophyta	0.943682
seq8120	85	Chlorophyta	0.857316
seq10038	85	Chlorophyta	0.801109
seq62117	85	Chlorophyta	0.681285
seq10665	126	Chlorophyta	0.312247
seq64458	85	Chlorophyta	0.716862
seq32499	85	Chlorophyta	0.929953
seq42791	85	Chlorophyta	0.988436
seq10952	85	Chlorophyta	0.961548
seq32592	85	Chlorophyta	0.918168
seq41230	85	Chlorophyta	0.321945
seq22322	85	Chlorophyta	0.504504
seq8976	85	Chlorophyta	0.788529
seq6270	85	Chlorophyta	0.942094
seq56795	85	Chlorophyta	0.224318
seq56062	85	Chlorophyta	0.867009
seq65107	54	Chlorophyta	0.372392
seq41256	126	Chlorophyta	0.339435
seq62662	85	Chlorophyta	0.656907
seq41508	85	Chlorophyta	0.94054
seq8959	85	Chlorophyta	0.487256
seq20538	126	Chlorophyta	0.34227
seq18003	85	Chlorophyta	0.715954
seq10468	190	Omed	0.285488
seq41209	190	Omed	0.270337
seq1296	200	OstreoI	0.142857
seq30899	200	OstreoI	0.142857
seq28856	215	OstreoII	1
seq13409	213	OstreoII	0.142864
seq33032	213	OstreoII	0.142864
seq54944	213	OstreoII	0.142863
seq2347	213	OstreoII	0.142862
seq57947	214	OstreoII	0.169329
seq2949	213	OstreoII	0.142863
seq42867	214	OstreoII	0.19137
seq55070	214	OstreoII	0.180864
seq77	213	OstreoII	0.142863
seq36165	206	OstreoII	0.485812
seq23198	214	OstreoII	0.476657
seq58652	214	OstreoII	0.476635
seq3014	205	OstreoII	0.712049
seq26542	205	OstreoII	0.739887
seq46495	214	OstreoII	0.476491
seq6	214	OstreoII	0.485667
seq13694	205	OstreoII	0.695972
seq18351	205	OstreoII	0.83859
seq56821	215	OstreoII	0.475357
seq41740	218	OstreoII	0.404507
seq57716	105	Other	1
seq7021	135	Other	0.337217
seq1638	91	Other	0.23424
seq57981	91	Other	0.248387
seq22206	91	Other	0.221737
seq22620	91	Other	0.53638
seq23847	91	Other	0.748418
seq42934	91	Other	0.72362
seq3858	91	Other	0.195978
seq35374	91	Other	0.214853
seq2562	166	Other	0.268703
seq41934	124	Other	0.210577
seq3019	135	Other	0.245459
seq1248	24	Other	0.276503
seq30087	135	Other	0.547153
seq26923	135	Other	0.287271
seq6637	36	Other	0.825085
seq57979	24	PrasI	0.322958
seq29225	20	PrasI	1
seq10835	20	PrasI	1
seq60686	18	PrasI	1
seq49019	18	PrasI	1
seq2883	18	PrasI	1
seq13406	18	PrasI	1
seq13534	18	PrasI	1
seq46479	18	PrasI	1
seq20223	18	PrasI	1
seq3768	18	PrasI	0.833766
seq55021	18	PrasI	0.894278
seq54953	18	PrasI	0.845547
seq28442	18	PrasI	0.772831
seq54940	18	PrasI	0.775494
seq56228	16	PrasI	0.341309
seq4194	16	PrasI	0.341787
seq9031	16	PrasI	0.472667
seq40319	16	PrasI	0.342092
seq5929	16	PrasI	1
seq4514	16	PrasI	0.487782
seq40454	16	PrasI	1
seq55466	16	PrasI	0.282211
seq30392	166	PrasII_Crusto	0.285534
seq10669	166	PrasII_Crusto	0.93758
seq61725	166	PrasII_Crusto	0.465694
seq64814	166	PrasII_Crusto	0.856288
seq42848	166	PrasII_Crusto	0.391853
seq64940	166	PrasII_Crusto	0.607344
seq62336	166	PrasII_Crusto	0.300233
seq13532	171	PrasII_Doli	0.408551
seq18122	171	PrasII_Doli	0.405792
seq32339	173	PrasII_Doli	0.379938
seq42169	173	PrasII_Doli	0.369963
seq36154	173	PrasII_Doli	0.682239
seq10784	173	PrasII_Doli	0.679123
seq40809	173	PrasII_Doli	0.381207
seq20818	173	PrasII_Doli	0.442116
seq3402	222	PrasII_Mami	0.83538
seq23585	281	PrasII_Mamiello	0.282897
seq345	277	PrasII_MicroA	0.225704
seq816	254	PrasII_MicroA	0.885499
seq273	254	PrasII_MicroA	0.879687
seq61	254	PrasII_MicroA	0.885479
seq1217	254	PrasII_MicroA	0.879629
seq503	237	PrasII_MicroA	0.922402
seq31558	277	PrasII_MicroABC	0.216791
seq20924	254	PrasII_MicroABC	0.879813
seq40606	254	PrasII_MicroABC	0.867376
seq18746	254	PrasII_MicroABC	0.879291
seq21175	254	PrasII_MicroABC	0.873505
seq26857	254	PrasII_MicroABC	0.879967
seq39525	254	PrasII_MicroABC	0.879448
seq53633	254	PrasII_MicroABC	0.879628
seq2277	254	PrasII_MicroABC	0.715097
seq33106	277	PrasII_MicroABC	0.331552
seq54488	279	PrasII_MicroABC	0.807348
seq40398	277	PrasII_MicroCand1	0.468524
seq81	277	PrasII_MicroCand1	0.462941
seq1156	254	PrasII_MicroCand2	0.860878
seq31345	277	PrasII_MicroD	0.382275
seq61975	277	PrasII_MicroD	0.494775
seq2535	277	PrasII_MicroD	0.527417
seq12724	237	PrasII_MicroE1	0.353228
seq33736	163	PrasII_Mono	0.524089
seq57393	163	PrasII_Mono	0.660096
seq42484	30	PrasIII	0.465275
seq9719	30	PrasIII	0.346132
seq42708	28	PrasIII	0.142857
seq40977	27	PrasIII	0.583346
seq18833	27	PrasIII	0.902381
seq14381	27	PrasIII	0.402672
seq56423	27	PrasIII	0.905648
seq63640	27	PrasIII	0.797255
seq57075	27	PrasIII	0.899333
seq14160	27	PrasIII	0.889456
seq7270	27	PrasIII	0.950317
seq55498	27	PrasIII	0.584156
seq3028	27	PrasIII	0.883795
seq42828	27	PrasIII	0.448874
seq9230	27	PrasIII	0.517383
seq4808	27	PrasIII	0.45223
seq55162	27	PrasIII	0.878137
seq19555	149	PrasIV	0.860089
seq59086	147	PrasIV	0.901531
seq16961	147	PrasIV	0.907185
seq34536	150	PrasIV	0.598534
seq42172	148	PrasIV	0.617078
seq35726	148	PrasIV	0.627963
seq41595	148	PrasIV	0.632102
seq62536	148	PrasIV	0.323974
seq6488	152	PrasIV	0.203179
seq41532	149	PrasIV	0.557619
seq56545	149	PrasIV	0.339966
seq8358	149	PrasIV	0.85179
seq42760	149	PrasIV	0.738883
seq56227	152	PrasIV	0.197951
seq49075	149	PrasIV	0.22118
seq42933	149	PrasIV	0.646465
seq31787	149	PrasIV	0.647922
seq10246	152	PrasIV	0.223396
seq6530	149	PrasIV	0.454389
seq42671	150	PrasIV	0.346011
seq10485	149	PrasIV	0.456641
seq8762	149	PrasIV	0.552108
seq13932	149	PrasIV	0.408228
seq28647	149	PrasIV	0.816576
seq9646	148	PrasIV	0.639443
seq31999	149	PrasIV	0.243977
seq23128	149	PrasIV	0.530848
seq8091	149	PrasIV	0.508929
seq8997	149	PrasIV	0.777596
seq54735	150	PrasIV	0.232051
seq21021	149	PrasIV	0.472933
seq41660	150	PrasIV	0.320162
seq19874	148	PrasIV	0.339057
seq21219	148	PrasIV	0.40403
seq42260	148	PrasIV	0.63727
seq42826	148	PrasIV	0.913405
seq40017	77	PrasV	0.595557
seq6699	77	PrasV	1
seq10256	77	PrasV	0.531015
seq30301	77	PrasV	0.553229
seq9228	77	PrasV	0.491834
seq21658	77	PrasV	0.585343
seq56609	77	PrasV	0.81759
seq11003	77	PrasV	0.492022
seq6914	77	PrasV	0.968199
seq55437	77	PrasV	0.518013
seq7595	91	PrasVI_Pcoccus	0.689848
seq57537	91	PrasVI_Pcoccus	1
seq42562	91	PrasVI_Pcoccus	0.821584
seq9600	91	PrasVI_Pcoccus	1
seq65074	91	PrasVI_Pcoccus	0.978818
seq57314	91	PrasVI_Pcoccus	1
seq17799	91	PrasVI_Pcoccus	0.22103
seq23256	91	PrasVI_Pcoccus	1
seq8687	91	PrasVI_Pcoccus	1
seq28197	91	PrasVI_Pcoccus	1
seq54489	91	PrasVI_Pcoccus	0.978818
seq14271	89	PrasVI_Pcoccus	0.582115
seq42836	89	PrasVI_Pcoccus	1
seq30308	89	PrasVI_Pcoccus	1
seq41264	89	PrasVI_Pcoccus	1
seq21194	89	PrasVI_Pcoccus	1
seq17508	89	PrasVI_Pcoccus	1
seq30570	89	PrasVI_Pcoccus	0.597811
seq37723	91	PrasVI_Pcoccus	0.947281
seq9602	91	PrasVI_Pcoccus	0.952391
seq7403	91	PrasVI_Pcoccus	0.921249
seq61970	91	PrasVI_Pcoccus	0.926647
seq55254	91	PrasVI_Pcoccus	0.627884
seq41922	91	PrasVI_Pcoccus	0.628354
seq41556	91	PrasVI_Pcoccus	0.763158
seq62090	91	PrasVI_Pcoccus	0.653065
seq42959	91	PrasVI_Pcoccus	0.248765
seq18252	88	PrasVI_Pderma	0.269473
seq21232	87	PrasVI_Pderma	0.893967
seq42851	87	PrasVI_Pderma	0.98763
seq30683	87	PrasVI_Pderma	1
seq10163	87	PrasVI_Pderma	0.973038
seq23671	88	PrasVI_Pderma	0.404193
seq21137	87	PrasVI_Pderma	0.713738
seq42684	87	PrasVI_Pderma	0.915729
seq62653	87	PrasVI_Pderma	1
seq37229	87	PrasVI_Pderma	0.553965
seq22207	87	PrasVI_Pderma	1
seq37197	87	PrasVI_Pderma	0.938019
seq22015	87	PrasVI_Pderma	0.935475
seq5732	87	PrasVI_Pderma	0.883399
seq29711	87	PrasVI_Pderma	0.905572
seq5867	87	PrasVI_Pderma	1
seq9411	87	PrasVI_Pderma	1
seq9823	86	PrasVI_Pderma	0.658488
seq52758	86	PrasVI_Pderma	1
seq65075	88	PrasVI_Pderma	0.598801
seq54252	86	PrasVI_Pderma	1
seq57827	86	PrasVI_Pderma	1
seq3870	86	PrasVI_Pderma	1
seq8472	86	PrasVI_Pderma	1
seq32348	88	PrasVI_Pderma	0.494102
seq42381	87	PrasVI_Pderma	0.868491
seq62565	87	PrasVI_Pderma	0.425804
seq6880	88	PrasVI_Pderma	0.242443
seq9537	88	PrasVI_Pderma	0.376674
seq23645	88	PrasVI_Pderma	0.404873
seq61665	88	PrasVI_Pderma	0.420475
seq8620	87	PrasVI_Pderma	0.937091
seq56230	88	PrasVI_Pderma	0.862552
seq18050	87	PrasVI_Pderma	0.918787
seq41924	87	PrasVI_Pderma	0.462208
seq9240	88	PrasVI_Pderma	0.809684
seq7237	88	PrasVI_Pderma	0.377501
seq10984	88	PrasVI_Pderma	0.657702
seq10543	88	PrasVI_Pderma	0.694511
seq42932	87	PrasVI_Pderma	0.741054
seq31115	87	PrasVI_Pderma	0.301198
seq10961	87	PrasVI_Pderma	0.691836
seq41683	87	PrasVI_Pderma	0.543992
seq41784	88	PrasVI_Pderma	0.334619
seq21223	88	PrasVI_Pderma	0.504237
seq56429	88	PrasVI_Pderma	0.345798
seq31301	88	PrasVI_Pderma	0.329173
seq5832	88	PrasVI_Pderma	0.364751
seq62833	88	PrasVI_Pderma	0.35071
seq10955	88	PrasVI_Pderma	0.293213
seq40986	88	PrasVI_Pderma	0.338302
seq31102	86	PrasVI_Pderma	0.78414
seq10805	87	PrasVI_Pderma	0.543863
seq22349	87	PrasVI_Pderma	0.501561
seq6531	87	PrasVI_Pderma	0.4986
seq22384	135	PrasVII_CCMP1205	1
seq8878	132	PrasVII_CCMP1205	0.200061
seq36361	134	PrasVII_CCMP1205	0.33675
seq8101	128	PrasVII_CCMP1205	0.36012
seq8646	134	PrasVII_CCMP1205	0.829344
seq22378	135	PrasVII_CCMP1205	0.896165
seq10382	134	PrasVII_CCMP1205	0.824285
seq23389	135	PrasVII_CCMP1205	0.544938
seq18038	135	PrasVII_CCMP1205	0.953465
seq54773	135	PrasVII_CCMP1205	0.386085
seq32333	135	PrasVII_CCMP1205	0.79524
seq8558	135	PrasVII_CCMP1205	0.917167
seq13266	135	PrasVII_CCMP1205	0.355622
seq42267	135	PrasVII_CCMP1205	0.967612
seq56620	135	PrasVII_CCMP1205	0.56942
seq9828	135	PrasVII_CCMP1205	0.745555
seq10537	135	PrasVII_CCMP1205	0.593017
seq32006	135	PrasVII_CCMP1205	0.430612
seq61513	135	PrasVII_CCMP1205	0.5525
seq30304	135	PrasVII_CCMP1205	0.791763
seq57936	135	PrasVII_CCMP1205	0.233123
seq30582	135	PrasVII_CCMP1205	0.787686
seq7148	135	PrasVII_CCMP1205	0.36629
seq22613	135	PrasVII_CCMP1205	0.393596
seq58190	135	PrasVII_CCMP1205	0.824149
seq6557	135	PrasVII_CCMP1205	0.479032
seq41991	135	PrasVII_CCMP1205	0.341825
seq31957	135	PrasVII_CCMP1205	0.395943
seq10051	135	PrasVII_CCMP1205	0.336526
seq63408	135	PrasVII_CCMP1205	0.518908
seq55831	33	PrasVII_Psal	0.142857
seq7626	8	Strepto	0.333522
seq32444	8	Strepto	0.333526
seq10138	7	Strepto	0.775079
seq14422	12	Strepto	0.35685
seq6917	5	Strepto	0.273769
seq22449	5	Strepto	0.801855
seq65729	5	Strepto	0.419082
seq20793	3	Strepto	0.856745
seq8710	4	Strepto	0.980925
seq32374	3	Strepto	0.408803
seq9269	3	Strepto	0.801002
seq42364	3	Strepto	0.832528
seq53525	1	Strepto_basal	0.483857
seq18496	1	Strepto_basal	0.507249
seq21947	117	VII_Chloroparvula	0.14292
seq54776	117	VII_Chloroparvula	0.14292
seq17744	105	VII_Chloroparvula	1
seq31574	105	VII_Chloroparvula	1
seq7584	105	VII_Chloroparvula	0.885001
seq23875	105	VII_Chloroparvula	0.883668
seq9979	105	VII_Chloroparvula	1
seq42101	124	VII_Chloroparvula	0.917543
seq13878	124	VII_Chloroparvula	0.989919
seq37380	124	VII_Chloroparvula	0.303254
seq21595	124	VII_Chloroparvula	0.890055
seq32239	124	VII_Chloroparvula	0.533152
seq9844	124	VII_Chloroparvula	0.549429
seq6001	124	VII_Chloroparvula	0.541963
